Kode,Judul,Keterangan
10292,Industri Pengasapan/pemanggangan Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan crustacea, mollusca dan biota perairan lainnya melalui proses pengasapan/pemanggangan, seperti sotong asap/panggang, teripang asap/panggang."
10293,Industri Pembekuan Biota Air Lainnya,"Kelompok ini mencakup usaha pengawetan crustacea, mollusca dan biota perairan lainnya melalui proses pembekuan, seperti udang beku, paha kodok beku, cephalopoda (cumi/sotong/gurita) beku, kepiting/rajungan beku, dan kerang beku. Kegiatan ini tidak termasuk usaha pendinginan crustacea, mollusca dan biota air lainnya dengan es yang dimaksud untuk mempertahankan kesegarannya (10297)"
10294,Industri Pemindangan Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan crustacea, mollusca dan biota perairan lainnya melalui proses pemindangan."
10295,Industri Peragian/fermentasi Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan crustacea, mollusca dan biota perairan lainnya melalui proses peragian/fermentasi"
10296,Industri Berbasis Lumatan Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan biota air lainnya melalui proses pelumatan daging/penggilingan/pencampuran bahan tambahan/pengukusan, seperti lumatan cumi, lumatan udang, baso udang, baso cumi, baso kepiting, dan kaki naga udang"
10297,Industri Pendinginan/pengesan Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan crustacea, mollusca dan biota perairan lainnya melalui proses pendinginan/pengesan, seperti cumi segar, kerang segar, teripang segar, dan kepiting segar"
10298,Industri Pengolahan Rumput Laut,"Kelompok ini mencakup usaha pengolahan rumput laut menjadi rumput laut kering olahan (alkali treated caragenan chips), gelatin, agar-agar, karagenan dan lainnya."
10299,Industri Pengolahan Dan Pengawetan Lainnya Untuk Biota Air Lainnya,"Kelompok ini mencakup usaha pengolahan dan pengawetan crustacea, mollusca dan biota perairan lainnya dengan cara selain yang tercakup dalam kelompok 10291 s.d. 10298, seperti tepung udang, tepung kerang, dan tepung kodok"
10311,Industri Pengasinan/pemanisan Buah-buahan Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan proses pengasinan/pemanisan, baik dalam bentuk kemasan ataupun tidak, seperti asinan kedondong, asinan wortel, manisan pala dan manisan mangga"
10312,Industri Pelumatan Buah-buahan Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan proses pelumatan, baik dalam bentuk kemasan ataupun tidak, seperti selai mangga, jelly murbai, dan cabe giling."
10313,Industri Pengeringan Buah-buahan Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan cara pengeringan, baik dalam bentuk kemasan ataupun tidak, seperti kismis (anggur), bawang merah, bawang putih, cabe kering, rebung kering dan jamur kering"
10314,Industri Pembekuan Buah-buahan Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan proses pembekuan, seperti buah-buahan beku dan sayur-sayuran beku."
10320,Industri Pengolahan Dan Pengawetan Buah-buahan Dan Sayuran Dalam Kaleng,"Kelompok ini mencakup usaha pengolahan dan pengawetan buah-buahan dan sayuran melalui proses pengalengan, seperti nanas dalam kaleng, rambutan dalam kaleng, kacang dalam kaleng dan wortel dalam kaleng. Yang dimaksud pengalengan di sini merupakan proses pengawetan dan bukan hanya pengemasan"
10330,Industri Pengolahan Sari Buah Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan cara pengolahan sari buah-buahan dan sayuran, seperti bubuk sari buah-buahan, air/sari pekat buah buahan dan air/sari pekat sayuran."
10391,Industri Tempe Kedelai,"Kelompok ini mencakup usaha pembuatan tempe dari kedelai. Usaha pembuatan tempe yang bahan bakunya selain kedelai, seperti tempe bongkrek, dimasukkan dalam kelompok 10399"
10392,Industri Tahu Kedelai,Kelompok ini mencakup usaha pembuatan tahu dari kedelai
10399,Industri Pengolahan Dan Pengawetan Lainnya Buah-buahan Dan Sayuran,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran dengan cara selain yang tercakup dalam subgolongan 1031 s.d. 1033, seperti industri pengupasan kentang dan produksi konsentrat dari buah dan sayuran segar"
10411,Industri Minyak Mentah Dan Lemak Nabati,"Kelompok ini mencakup usaha pengolahan bahan-bahan dari nabati menjadi minyak mentah (crude oil) yang masih perlu diolah lebih lanjut dan biasanya produk ini dipakai oleh industri lain (kecuali minyak mentah kelapa sawit (crude plam oil) dan minyak mentah kelapa) termasuk juga industri hasil lemak dari nabati yang dapat digunakan sebagai bahan makanan, seperti minyak bunga matahari."
10412,Industri Margarine,Kelompok ini mencakup usaha pembuatan margarine dari minyak makan nabati.
10413,Industri Minyak Mentah Dan Lemak Hewani Selain Ikan,"Kelompok ini mencakup usaha pengolahan bahan-bahan dari hewani selain ikan menjadi minyak mentah dan lemak hewani, seperti minyak/lemak babi, lemak sapi dan lemak unggas"
10414,Industri Minyak Ikan,"Kelompok ini mencakup usaha pembuatan minyak yang berbahan baku dari badan ikan yang berlemak tinggi, seperti lemuru, atau dari organ badan ikan seperti hati cucut. Mencakup juga industri minyak yang dihasilkan dari hasil sampingan pengalengan ikan, seperti hasil pengalengan sarden. Pengolahan minyak ikan/biota perairan lainnya yang digunakan untuk bahan farmasi ataupun kosmetik dimasukkan dalam subgolongan 2101 dan 2102"
10415,Industri Minyak Goreng Bukan Minyak Kelapa Dan Minyak Kelapa Sawit,"Kelompok ini mencakup usaha pembuatan minyak goreng lainnya, bukan minyak goreng kelapa dan minyak goreng kelapa sawit, seperti minyak bekatul, minyak goreng babi dan minyak goreng unggas"
10421,Industri Kopra,Kelompok ini mencakup usaha pembuatan kopra
10422,Industri Minyak Mentah Kelapa,Kelompok ini mencakup usaha pengolahan kelapa menjadi minyak mentah (crude oil) yang masih perlu diolah lebih lanjut dan biasanya produk ini dipakai oleh industri lain
10423,Industri Minyak Goreng Kelapa,"Kelompok ini mencakup usaha pengolahan lebih lanjut (pemurnian, pemucatan dan penghilangan bau yang tidak dikehendaki) dari minyak mentah kelapa menjadi minyak goreng kelapa."
10424,Industri Tepung Dan Pelet Kelapa,"Kelompok ini mencakup usaha pengolahan lebih lanjut kelapa, seperti tepung dan pelet kelapa."
10431,Industri Minyak Mentah Kelapa Sawit (crude Palm Oil),Kelompok ini mencakup usaha pengolahan kelapa sawit menjadi minyak mentah (Crude Palm Oil/CPO) yang masih perlu diolah lebih lanjut dan biasanya produk ini dipakai oleh industri lain.
10432,Industri Minyak Mentah Inti Kelapa Sawit (crude Palm Kernel Oil),Kelompok ini mencakup usaha pengolahan inti kelapa sawit menjadi minyak mentah inti (Crude Palm Kernel Oil/CPKO) yang masih perlu diolah lebih lanjut dan biasanya produk ini dipakai oleh industri lain
10433,Industri Pemisahan/fraksinasi Minyak Mentah Kelapa Sawit Dan Minyak Mentah Inti Kelapa Sawit,Kelompok ini mencakup pemisahan fraksi padat dan fraksi cair dari minyak mentah kelapa sawit menjadi minyak mentah kelapa sawit olein (Crude Palm Olein) dan minyak mentah kelapa sawit stearin (Crude Palm Stearin) atau dari minyak mentah inti kelapa sawit menjadi minyak mentah inti kelapa sawit olein (Crude Palm Kernel Olein) dan minyak mentah inti kelapa sawit stearin (Crude Palm Kernel Stearin) yang masih perlu diolah lebih lanjut.
10434,Industri Pemurnian Minyak Mentah Kelapa Sawit Dan Minyak Mentah Inti Kelapa Sawit,Kelompok ini mencakup pemurnian minyak mentah dari kelapa sawit menjadi minyak murni kelapa sawit (Refined Bleached Deodorized Palm Oil) atau dari minyak inti kelapa sawit menjadi minyak murni inti kelapa sawit (Refined Bleached Deodorized Palm Kernel Oil) yang masih perlu diolah lebih lanjut
10435,Industri Pemisahan/fraksinasi Minyak Murni Kelapa Sawit,Kelompok ini mencakup usaha pemisahan fraksi padat dan fraksi cair dari minyak murni kelapa sawit menjadi miyak murni kelapa sawit olein (Refined Bleached Deodorized Palm Olein) dan minyak murni kelapa sawit stearin (Refined Bleached Deodorized Palm Stearin).
10436,Industri Pemisahan/fraksinasi Minyak Murni Inti Kelapa Sawit,Kelompok ini mencakup usaha pemisahan fraksi padat dan fraksi cair dari minyak murni inti kelapa sawit menjadi minyak murni inti kelapa sawit olein (Refined Bleached Deodorized Palm Kernel Olein) dan miyak murni inti kelapa sawit stearin (Refined Bleached Deodorized Palm Kernel Stearin).
10437,Industri Minyak Goreng Kelapa Sawit,"Kelompok ini mencakup usaha pengolahan lebih lanjut (pemurnian, pemucatan dan penghilangan bau yang tidak dikehendaki) dari minyak mentah kelapa sawit (CPO) menjadi minyak goreng kelapa sawit."
10490,Industri Minyak Mentah Dan Lemak Nabati Dan Hewani Lainnya,"Kelompok ini mencakup usaha pengolahan lainnya untuk minyak dan lemak, yang belum tercakup pada subgolongan 1041 s.d. 1043, seperti industri shorterning (minyak roti), industri minyak dan lemak dari binatang yang tidak dapat dimakan, produksi (linter) sisaan kapas, bungkil atau ampas dan hasil sisaan lainnya dari produksi minyak dan penyulingan minyak dari ikan dan mamalia laut."
10510,Industri Pengolahan Susu Segar Dan Krim,"Kelompok ini mencakup usaha Iidustri pengolahan susu cair segar, susu dipasteurisasi, disterilisasi, homogenisasi dan atau pemanasan ultra (UHT) dan industri pengolahan krim dari susu cair segar, pasteurisasi, sterilisasi dan homogenisasi"
10520,Industri Pengolahan Susu Bubuk Dan Susu Kental,Kelompok ini mencakup usaha industri pengolahan susu bubuk atau susu kental dengan pemanis atau tidak dan industri pengolahan susu atau krim dalam bentuk yang padat
10531,Industri Pengolahan Es Krim,Kelompok ini mencakup usaha pembuatan berbagai macam es krim yang bahan utamanya dari susu. Pembuatan es krim yang bahan utamanya bukan dari susu dimasukkan dalam kelompok 10532.
10532,Industri Pengolahan Es Sejenisnya Yang Dapat Dimakan (bukan Es Batu Dan Es Balok),"Kelompok ini mencakup usaha pembuatan berbagai macam es yang bahan utamanya bukan dari susu, seperti sorbet, es lilin, ice drop, es dengan berbagai rasa lainnya, es mambo dan es puter. Usaha es kering (dry ice) dimasukkan dalam kelompok 20112"
10590,Industri Pengolahan Produk Dari Susu Lainnya,"Kelompok ini mencakup usaha pengolahan produk dari susu lainnya, seperti mentega, yoghurt, keju dan dadih, air dadih, kaseinatau laktosa (susu manis) dan bubuk es krim. Pembuatan es krim yang bahan utamanya dari susu dimasukkan dalam kelompok 10531"
10611,Industri Penggilingan Gandum Dan Serelia Lainnya,"Kelompok ini mencakup usaha penggilingan gandum dan serelia lainnya menjadi tepung dan pelet , seperti gandum dan sorghum, rye, oat dan serelia lainnya"
10612,Industri Penggilingan Aneka Kacang (termasuk Leguminous),"Kelompok ini mencakup usaha pembuatan tepung dari aneka kacang melalui proses penggilingan, seperti tepung tepung kacang hijau, tepung kacang kedelai dan tepung lainnya (seperti dari kacang tanah, kacang merah dan tanaman leguminous lainnya)."
10613,Industri Penggilingan Aneka Umbi Dan Sayuran (termasuk Rhizoma),"Kelompok ini mencakup usaha pembuatan tepung dari aneka umbi dan sayuran melalui proses penggilingan, seperti tepung dari ubi kayu (gaplek), ubi jalar, talas, irut, jahe, temulawak, kunyit dan kapulaga dan sayuran."
10614,Industri Tepung Campuran Dan Adonan Tepung,"Kelompok ini mencakup usaha pembuatan tepung campuran dan adonan tepung yang sudah dicampur untuk roti, kue, biskuit, kue dadar"
10615,Industri Makanan Sereal,Kelompok ini mencakup usaha pembuatan makanan sereal
10616,Industri Tepung Terigu,Kelompok ini mencakup usaha pembuatan tepung terigu
10621,Industri Pati Ubi Kayu,"Kelompok ini mencakup usaha pembuatan pati ubi kayu melalui ekstraksi, seperti tepung tapioka"
10622,Industri Berbagai Macam Pati Palma,"Kelompok ini mencakup usaha pembuatan pati dari berbagai macam tanaman suku palma, seperti pati sagu dan pati aren"
10623,Industri Glukosa Dan Sejenisnya,"Kelompok ini mencakup usaha pembuatan gula glukosa, selain yang termasuk dalam kelompok 10721 dan 10722, seperti glucosa, fructosa, lactosa, maltosa, sacharosa dan gula stevia"
10629,Industri Pati Lainnya,"Kelompok ini mencakup usaha pembuatan berbagai macam pati melalui proses ekstraksi yang belum termasuk kelompok 10621 s.d. 10623, seperti pati kentang, pati bengkoang, pati temulawak, pati irut dan pati biji mangga"
10631,Industri Penggilingan Padi Dan Penyosohan Beras,"Kelompok ini mencakup usaha penggilingan padi menjadi beras, termasuk penyosohan beras yang terpisah dengan usaha penggilingan padi"
10632,Industri Penggilingan Dan Pembersihan Jagung,Kelompok ini mencakup usaha penggilingan dan pembersihan jagung.
10633,Industri Tepung Beras Dan Tepung Jagung,Kelompok ini mencakup usaha pembuatan tepung beras dan tepung jagung
10634,Industri Pati Beras Dan Jagung,Kelompok ini mencakup usaha pembuatan pati beras dan pati jagung (maizena).
10710,Industri Produk Roti Dan Kue,"Kelompok ini mencakup usaha pembuatan berbagai macam roti dan kue, seperti industri roti tawar dan roti kadet; industri kue, pie, tart; industri biskuit dan produk roti kering lainnya; industri pengawetan kue kering dan cake; industri produk makanan ringan (cookies, cracker, kue kering) baik yang manis atau asin; industri tortillas; dan industri produk roti yang dibekukan, seperti pancake, waffle dan roti kadet."
10721,Industri Gula Pasir,"Kelompok ini mencakup usaha pembuatan gula yang berbentuk kristal (pasir), bahan utamanya dari tebu, bit ataupun lainnya"
10722,Industri Gula Merah,"Kelompok ini mencakup usaha pembuatan gula merah yang tidak berbentuk kristal, dengan bahan utamanya tebu maupun nira (aren, kelapa dan sejenisnya)."
10723,Industri Sirop,"Kelompok ini mencakup usaha pengolahan gula menjadi sirop, seperti industri sirup gula dan produksi sirup dan gula maple. Kegiatan pembuatan sirop yang tergabung dengan pabrik gula dan tidak dapat dipisahkan tersendiri dimasukkan dalam kelompok 10721 atau 10722."
10729,Industri Pengolahan Gula Lainnya Bukan Sirop,"Kelompok ini mencakup usaha pengolahan gula ke dalam bentuk lain, termasuk pembuatan gula batu, tepung gula, gula pengganti dari jus tebu, bit, maple dan kelapa, nira, aren dan molasse (harum manis)."
10731,Industri Kakao,"Kelompok ini mencakup usaha pengolahan biji kakao menjadi bubuk kakao, lemak kakao, pasta kakao, dan bungkil kakao"
10732,Industri Makanan Dari Cokelat Dan Kembang Gula,"Kelompok ini mencakup usaha pembuatan segala macam makanan yang bahan utamanya dari cokelat seperti cokelat dan gula-gula dari cokelat dan pembuatan segala macam kembang gula seperti caramel, cachous, nougat, fondant dan cokelat putih. Termasuk industri minuman dari cokelat dalam bentuk bubuk maupun cair."
10733,Industri Manisan Buah-buahan Dan Sayuran Kering,"Kelompok ini mencakup usaha pengawetan buah-buahan dan sayuran baik buah, kacang, kulit buah dan bagian lain dari tumbuhan dengan proses pengasinan/pemanisan dan pengeringan, baik dalam bentuk kemasan ataupun tidak, seperti manisan pala dan manisan mangga kering, sayuran dan buah-buahan kering lainnya."
10739,Industri Kembang Gula Lainnya,"Kelompok ini mencakup usaha industri kembang gula lainnya, seperti permen karet dan permen obat batuk dan pastilles"
10740,"Industri Makaroni, Mie Dan Produk Sejenisnya","Kelompok ini mencakup usaha pembuatan makaroni, mie, spagheti, bihun, so'un dan sejenisnya, baik dimasak atau tidak dalam bentuk basah maupun kering. Termasuk industri couscous dan industri produk pasta yang dibekukan atau dikalengkan"
10750,Industri Makanan Dan Masakan Olahan,"Kelompok ini mencakup industri makanan siap saji (diolah, dibumbui dan dimasak) diolah untuk tujuan diawetkan dalam kaleng atau dibekukan dan biasanya dikemas dan dilabel untuk dijual kembali. Mencakup juga industri masakan daging atau unggas, industri masakan ikan (kecuali masakan ikan dan udang dalam kaleng), industri masakan sayuran siap saji, industri masakan rebusan dalam kaleng dan makanan di dalam wadah hampa udara dan industri masakan siap saji yang lain. Termasuk industri pizza beku, pepes, presto, dendeng ikan, baby fish goreng/crispy ikan, udang tepung dan ikan tepung"
